ssdl:pid,ssdl:notation,ssdl:placeOfPublication,ssdl:spatialCoverageGettyUri,ssdl:dateOfPublication,ssdl:shortTitle
1909-Starof-SBT,Round,"Dalton, GA;Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1909,Star of the Morning
1912-Bestre-SBT,Round,"Dalton, GA;Dallas, TX;Chattanooga, TN",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7017496,1912,Best Revival Songs
1913-Emanue-SBT,Seven-shape Aikin,"Fort Worth, TX; Tupelo, MS",http://vocab.getty.edu/page/tgn/7013934;http://vocab.getty.edu/page/tgn/2057652,1912?,Emanuel's Praise
1913-Songsa-SBT,Round,"Dalton, GA;Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1913,Songs and Hymns
1914-Songso-SBT,Round;Seven-shape Aikin,"Zion City, IL",http://vocab.getty.edu/page/tgn/2030839,1914,Songs of Power
1914-Studen-SBT,Round,"Kansas City, MO",http://vocab.getty.edu/page/tgn/7013820,1914,Student Volunteer Hymnal
1915-Kingof-SBT,Round,"Indianapolis, IN; St. Louis, MO",http://vocab.getty.edu/page/tgn/7012924;http://vocab.getty.edu/page/tgn/7014444,1915?,The King of Kings
1915-Redemp-SBT,Seven-shape Aikin,"Ft. Worth, TX",http://vocab.getty.edu/page/tgn/7013934,1915,Redemption Hymns
1915-Songha-SBT,Seven-shape Aikin,"Waco, TX; Memphis, TN",http://vocab.getty.edu/page/tgn/7014575;http://vocab.getty.edu/page/tgn/7017750,1915,The Song Harvest
1918-Northf-SBT,,"East Northfield, MA",http://vocab.getty.edu/page/tgn/2050286,1918,Northfield Hymnal No. 3
1919-Hesju1-SBT,Round,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1919,Negro Spirituals
1919-Hesju2-SBT,Round,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1919,Negro Spirituals
1920-Gospel-SBT,Seven-shape Aikin,"Fort Worth, TX",http://vocab.getty.edu/page/tgn/7013934,1920,Gospel Power
1923-Silver-SBT,Seven-shape Aikin,"Bethlehem, GA",http://vocab.getty.edu/page/tgn/2022169,192x?,Silver Carols
1924-Ourjoy-SBT,Seven-shape Aikin,"Fort Worth, TX",http://vocab.getty.edu/page/tgn/7013934,1924,Our Joyful Praise
1925-Hymnso-SBT,,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,1925,Hymns of Praise Number Two
1925-KingJe-SBT,Round,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,1925,King Jesus Is A-Listening
1925-Singhi-SBT,Round;Seven-shape Aikin,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,1925?,Sing His Praise
1931-Evange-SBT,Round,"Springfield, MO",http://vocab.getty.edu/page/tgn/7014532,1931,Evangel Songs
1931-Glorio-SBT,,"Kansas City, MO",http://vocab.getty.edu/page/tgn/7013820,1931,Glorious Gospel Hymns
1857-Notesa-SBT,Nil,"Charleston, SC",http://vocab.getty.edu/page/tgn/7013582,1857,Notes and Questions for the Oral Instruction of Colored People
1888-Temple-SBT,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1888,The Temple of Praise
1900-Newson-SBT,,"Philadelphia, PA",http://vocab.getty.edu/page/tgn/7014406,1900,New Songs of the Gospel
1900-Sacre2-SBT,Seven-shape Aikin,"Waco, TX",http://vocab.getty.edu/page/tgn/7014575,1900,Sacred Chimes
1905-Psalli-SBT,Round,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1905,Psallite
19xx-Robins-SBT,Seven-shape Aikin,"Charlotte, NC",http://vocab.getty.edu/page/tgn/7013584,1903?,Robinson's Gospel Voices
1903-Hymnso-SBT,Round,"Dalton, GA;Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1903,Hymns of Glory
1908-Reviva-SBT,Round,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1908?,Revival Echoes
1911-Harpof-SBT,Seven-shape Aikin,"Nashville, TN",ttp://vocab.getty.edu/page/tgn/7013959,1911,The Harp of Glory
1911-Newson-SBT,Round,"Dalton, GA;Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1911,New Songs of the King
1914-Glorio-SBT,Seven-shape Aikin,"Lawrenceburg, TN",http://vocab.getty.edu/page/tgn/2100022,1914,Glorious Refrain
1916-Gospel-SBT,Seven-shape Aikin,"Fort Worth, TX",http://vocab.getty.edu/page/tgn/7013934,1916,Gospel Herald
1919-Hymnso-SBT,Round,"Chattanooga, TN",http://vocab.getty.edu/page/tgn/7017496,1919?,The Hymns of the Cross
1919-Majest-SBT,Seven-shape Aikin,"Fort Worth, TX",http://vocab.getty.edu/page/tgn/7013934,1919?,Majestic Melodies
1929-Souli1-SBT,Round,"Chattanooga, TN; London, Ontario",http://vocab.getty.edu/page/tgn/7017496;http://vocab.getty.edu/page/tgn/7013066,1929,Soul Inspiring Songs
1929-Souli2-SBT,Seven-shape Aikin,"Dayton, TN",http://vocab.getty.edu/page/tgn/2098772,1929,Soul Inspiring Songs
1924-Gospel-SBT,Seven-shape Aikin,"Knoxville, TN; Texarkana, AR; Texarkana, TX",http://vocab.getty.edu/page/tgn/7013841;http://vocab.getty.edu/page/tgn/7023771,1924,Gospel Sunshine
1924-Gracea-SBT,Round;Seven-shape Aikin,"Kansas City, MO",http://vocab.getty.edu/page/tgn/7013820,1924,Grace and Glory Carols
1924-Songpr-SBT,Seven-shape Aikin,"Fort Worth, TX",http://vocab.getty.edu/page/tgn/7013934,1924,Song Praise
1925-Christ-SBT,Round,"Birmingham, AL; Dallas, TX",http://vocab.getty.edu/page/tgn/7013425;http://vocab.getty.edu/page/tgn/7013503,1925,Christian Praise
1910-Reviva-SBT,Seven-shape Aikin,"Fort Worth, TX",http://vocab.getty.edu/page/tgn/7013934,19xx?,Revival Tidings
1873-Amaran-UKY,Round,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1872,The Amaranth
1900-Beauti-UKY,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1900?,Beautiful Songs of Zion
1914-Carmin-UKY,Round,"St. Louis, MO; Indianapolis, IN",http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7012924,1914?,Carmina Sacra
1871-Songki-UKY,,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,1871,The Song King
1874-Hallow-UKY,Round,"Cincinnati, Oh;Chicago, IL;St. Louis, MO;New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7007567,1874,Hallowed Songs
1878-Hymna2-UKY,Round,"Cincinnati, OH;New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1878,Hymnal of the Methodist Episcopal Church
1879-Hourso-UKY,Round,"Cincinnati, OH;New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1879,Hours of Song
1890-Finest-UKY,Round,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,1890,The Finest of the Wheat
1843-Dupuys-UKY,Nil,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1843,Dupuy's Hymns and Spiritual Songs
1850-Hymnsf-UKY,Nil,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1850,Hymns for the Use of the Methodist Episcopal Church
1851-Christ-UKY,Numeral,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1851,The Christian Psalmist
1858-Christ-UKY,Nil,"Dayton, OH",http://vocab.getty.edu/page/tgn/7013511,1858,The Christian Songster
1866-Christ-UKY,Nil,"Dayton, OH",http://vocab.getty.edu/page/tgn/7013511,1866,The Christian Hymn Book
1872-Collec-UKY,Nil,"Covington, OH",http://vocab.getty.edu/page/tgn/2079133,1872,"A Collection of Psalms, Hymns, and Spiritual Songs"
1872-Gloryc-UKY,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1872,The Glory
1878-Hymna1-UKY,Nil,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1878,Hymnal of the Methodist Episcopal Church
1895-Voice2-UKY,Seven-shape Aikin,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1895,Voice of Praise
1925-Bookof-UKY,Round,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1925,The Book of American Negro Spirituals
1853-Shawml-UKY,Round,1853,"United States, New York, New York",http://vocab.getty.edu/page/tgn/7007567,The Shawm
1870-NewChr-UKY,Round;Numeral staff;Eureka clef,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1870,The New Christian Choralist
1871-Sparkl-UKY,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1871,Sparkling Jewels for the Sunday School.
1872-Hymnso-UKY,,,,,
1886-Carolb-UKY,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1886,The Carol
1894-Tearsa-UKY,Seven-shape Aikin;Round,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1894,Tears and Triumphs
1897-Tearsa-UKY,Round,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1897,Tears and Triumphs No. 2
1902-Singin-UKY,Seven-shape Aikin,"Dalton, GA; Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1902,Singing for Joy
1906-Creamo-UKY,Round,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1906,Cream of Song
1909-Briefh-UKY,Round,"Winston-Salem, NC",http://vocab.getty.edu/page/tgn/7014637,1909,A Brief History of the Moravian Church
1915-Soulst-UKY,Seven-shape Aikin,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1915?,Soul Stirring Songs
1919-Navyso-UKY,Round,"Washington, D. C.",http://vocab.getty.edu/page/tgn/7015717,1919,Navy Song Book
1921-Waveso-UKY,,"Kansas City, MO",http://vocab.getty.edu/page/tgn/7013820,1921,Waves of Glory Number Two
1875-Choira-UKY,Round,"Cincinnati, OH;Chicago, IL",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596,1875,The Choir and Congregation
1882-Christ-UKY,Round,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1882,The Christian Hymnal : Revised
1885-Christ-UKY,Nil,"Kansas City, MO",http://vocab.getty.edu/page/tgn/7013820,1885,The Christian Hymnal : Revised
1898-Crowni-UKY,Round,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1898,Crowing Day No. 3
1901-Planta-UKY,Round,New York,http://vocab.getty.edu/page/tgn/7007567,1901,Plantation Melodies Old and New
1908-Crowni-UKY-deprecated,,,,,
1911-Neweva-UKY,Round,"Dallas, TX",http://vocab.getty.edu/page/tgn/7013503,1911,The New Evangel
1917-Nobody-UKY,Round,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1917,Nobody Knows de Trouble I've Seen
1918-Bigqua-UKY,Seven-shape Aikin,"Dalton, GA; Dallas, TX; Chattanooga, TN",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7017496,1918,The Big Quartet Book
1918-ChantN-UKY,Round,"New York, NY",http://vocab.getty.edu/page/tgn/1002715,1918,Chant
1919-Things-UKY,Round,"New York, NY",http://vocab.getty.edu/page/tgn/1002715,1919,Things Up Yonder White As Snow
1924-Fiftye-UKY,Round,"Boston, MA",http://vocab.getty.edu/page/tgn/7013445,1924?,Fifty-Eight Spirituals for Choral Use
1925-Twelve-UKY,Round;Tonic sol-fa,"London, England",http://vocab.getty.edu/page/tgn/7011781,1925?,Twelve Negro Spiritual Songs
1926-Dontle-UKY,Round,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1926?,Don't Leave Me Lawd [and] I Love Mary
192x-Wonder-UKY,Seven-shape Aikin,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,192x?,Wonderful Songs
1877-Choice-UKY,Nil,"Wayne, WV",http://vocab.getty.edu/page/tgn/2120380,1877,A Choice Selection of Hymns and Spiritual Songs
1878-Gabrie-UKY,Seven-shape Aikin,"Singer's Glen, VA",http://vocab.getty.edu/page/tgn/2114254,1878,Gabriel's Sunday-School Songs No. 1
1881-Crowno-UKY,Seven-shape Aikin,"Boston, MA; New York, NY; Chicago, IL; Philadelphia, PA",http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014406,1881,The Crown of Praise
1883-Christ-UKY,Round,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1884,The Christian Sunday School Hymnal
1892-Founta-UKY,Seven-shape Aikin,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1892,Fountain of Praise
1895-Christ-UKY,Round,"Dayton, OH",http://vocab.getty.edu/page/tgn/7013511,1895,Christmas Crowns
1907-Fiftyt-UKY,Nil,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1907,Fifty-Two Memory Hymns
1908-Crowni-UKY,Round,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1908,Crowning Day 1–6 Combined
1911-Greate-UKY,Seven-shape Aikin,"Glencoe, KY",http://vocab.getty.edu/page/tgn/2039075,1911?,Greatest Hymns
1916-Golden-UKY,Seven-shape Aikin,"Lawrenceburg, TN",http://vocab.getty.edu/page/tgn/2100022,1916,Golden Gospel Bells
1916-Gospel-UKY,Round,"Wilmington, DE",http://vocab.getty.edu/page/tgn/7014632,1916,The Gospel Echo
1922-Firstb-UKY,Round,"New York, NY; Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013604,1925,A First Book in Hymns and Worship
1873-Hermon-UKY,Round,"New York, NY; Nashville, TN",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013959,1873,Hermon
1879-Joytow-UKY,Round,"Cincinnati, OH; Chicago, IL; St. Louis, MO; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7007567,1879,Joy to the World
1881-Greatj-UKY,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1881,Great Joy!
1882-Hourso-UKY,Seven-shape Aikin,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1882,Hours of Singing
1884-Gospel-UKY,Round,"Baltimore, MD",http://vocab.getty.edu/page/tgn/7013352,1884,Gospel Light for the Sunday School
1887-Harves-UKY,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1887,Harvest Bells No. 3
1889-Neuekl-UKY,,"Cincinnati, OH;Chicago, IL;St. Louis, MO;New York, NY;Boston, MA;Pittsburg, PA;San Francisco, CA",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7013927;http://vocab.getty.edu/page/tgn/7014456,1889,Der Neue Kleine Psalter
1890-Evange-UKY,Round,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1890,Evangelisches Gesangbuch
1892-Garner-UKY,Round,"Cincinnati, OH;Chicago, IL;New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7007567,1892,Garnered Gems Sunday-School Song
1894-Himnar-UKY,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1894,El Himnario Evangelico
1901-Hymnso-UKY,Round,"Dayton, OH;Chicago, IL",http://vocab.getty.edu/page/tgn/7013511;http://vocab.getty.edu/page/tgn/7013596,1901,Hymns of Faith and Praise
1903-Joyful-UKY,Seven-shape Aikin,"Douglasville, GA",http://vocab.getty.edu/page/tgn/2022711,1903?,Joyful Lays
1910-Gospel-UKY,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1910,The Gospel Message in Song
1911-Hymnso-UKY,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1911,Hymns of Hope
1924-Fullgo-UKY,Round;Seven-shape Aikin,"Chicago, IL",http://vocab.getty.edu/page/tgn/7013596,,Full Gospel Songs
1859-Pastor-UKY,Round,"Philadelphia, PA",http://vocab.getty.edu/page/tgn/7014406,1859,A Pastor's Selection of Hymns and Tunes
1874-Palmer-UKY,Round,"Cincinnati, OH;Chicago, IL",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596,1874,Palmer's Songs of Love
1879-Newcho-UKY,Round,"Cincinnati, OH; Chicago, IL",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596,1879,The New Choir and Congregation
1880-Sharon-UKY,,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1880,Sharon's Dewy Rose
1886-Newsta-UKY,Seven-shape Aikin,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1886,The New Starry Crown
1887-NewChr-UKY,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1887,New Christian Hymn and Tune-Book
1891-Perenn-UKY,Round,"Dalton, GA; Appleton City, MO; Huntingdon, PA",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/2057894;http://vocab.getty.edu/page/tgn/2089462,1891,Perennial Songs
1894-Newlif-UKY,Round,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1892,New Life
1895-Newtun-UKY,Round,"Baltimore, MD",http://vocab.getty.edu/page/tgn/7013352,1895?,New Tunes for Choirs
1899-Notes1-UKY,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1899,Notes of Gladness
1907-NewChr-UKY,Round,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1907,The New Christian Hymn Book
1925-Realiz-UKY,Round,"Portland, OR",http://vocab.getty.edu/page/tgn/7014273,1925,The Realization Song Book
1853-Prairi-UKY,Round,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1853,The Prairie Vocalist
1851-Christ-UMI,Seven-shape Aikin,"Philadelphia, PA;Lancaster, PA;New York, NY;Boston, MA;Cincinnati, OH;Columbus, OH;Wheeling, VA",http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7013866;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013645,1851,The Christian Minstrel
1858-Harmon-UMI,Seven-shape Funk,"Mountain Valley, VA",http://vocab.getty.edu/page/tgn/2113117,1858,Harmonia Sacra
1858-Jubile-UMI,,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1858,The Jubilee
1861-Soldie-UMI,Nil,"Philadelphia, PA",http://vocab.getty.edu/page/tgn/7014406,1861,The Soldier's Pocket-Book
1867-Slaves-UMI,Round,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1867,Slave Songs of the United States
1871-Harmon-UMI,Seven-shape Funk,"Singers Glen, VA",http://vocab.getty.edu/page/tgn/2114254,1871,The Harmonia Sacra
1872-Brethr-UMI,Seven-shape Funk,"Singers Glen, VA;Dale City, PA",http://vocab.getty.edu/page/tgn/2114254,1872,The Brethren's Tune and Hymn Book
1872-Jubile-UMI,Round,"New York, NY;Chicago, IL",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596,1872,Jubilee Songs
1878-Himnar-UMI,,Mexico,http://vocab.getty.edu/page/tgn/7005560,1878,Himnario de las Iglesias Evangelicas
1878-Keepin-UMI,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1878,Keep in de Middle ob de Road
1880-Gospel-UMI,Round,"Boston, MA",http://vocab.getty.edu/page/tgn/7013445,1880,De Gospel Cars
1880-Dontyo-UMI,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1880,Don't You Grieve After Me
1880-Risemy-UMI,Round,"Boston, MA",http://vocab.getty.edu/page/tgn/7013445,1880,"Rise, My Brothers, Rise!"
1880-Waitmy-UMI,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1880,"Wait, my Children, Wait!"
1881-Gospel-UMI,Round,"New York, NY; Chicago, IL; Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013604,1881,Gospel Hymns No. 4
1882-Songso-UMI,Seven-shape Hood,"Philadelphia, PA; Cincinnati, OH",http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7013604,1882,Songs of Redeeming Love
1884-Goodti-UMI,Seven-shape Aikin,"Dalton, GA",http://vocab.getty.edu/page/tgn/2022620,1884,Good Tidings
1884-Select-UMI,Round,"Delaware, OH",http://vocab.getty.edu/page/tgn/7013543,1884?,Selections of Plantation Songs
1887-Gospel-UMI,Round,"New York, NY; Chicago, IL; Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013604,1887,Gospel Hymns No. 5
1894-Spirit-UMI,Round;Seven-shape Aikin,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1894,The Spiritualists' Hymnal
1895-Gospel-UMI,Round,"New York, NY",http://vocab.getty.edu/page/tgn/7007567,1895,De Gospel Fair
1897-Songso-UMI,Round,"Cincinnati, OH; Chicago, IL; St. Louis, MO; New York, NY; Boston, MA; Pittsburg[h], PA; San Francisco, CA",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7013927;http://vocab.getty.edu/page/tgn/7014456,1897,Songs of the Soul No. 2
1898-Chorus-UMI,Round,"New York, NY; Boston, MA; Pittsburg[h], PA; Detroit, MI; San Francisco, CA; Cincinnati, OH; Chicago, IL; St. Louis, MO;",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7013927;http://vocab.getty.edu/page/tgn/7013547;http://vocab.getty.edu/page/tgn/7014456;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014444,1898,The Chorus of Praise
1850-Southe-EMU,Four-shape,"Philadelphia, PA; Spartanburg, SC",http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7014524,1850,"The Southern Harmony, and Musical Companion"
1853-Americ-EMU,Four-shape,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1853,The American Church Harp
1872-Palmer-EMU,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1872,Palmer's Normal Collection of Sacred Music
1875-Collec-EMU,Nil,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1875,"A Collection of Hymns for Public Social, and Domestic Worship"
1877-Royalf-EMU,Round,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1877,The Royal Favorite
1879-Carmin-EMU,Round,"Baltimore, MD; Philadelphia, PA",http://vocab.getty.edu/page/tgn/7013352;http://vocab.getty.edu/page/tgn/7014406,1879,Carmina Ecclesiæ
1884-Beauty-EMU,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1884,The Beauty of Praise
1884-Gemsof-EMU,Nil,"Baltimore, MD",http://vocab.getty.edu/page/tgn/7013352,1884,Gems of Gospel Songs
1884-Jesus2-EMU,Round,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1884,Jesus of Nazareth in Prophecy and Fulfillment
1886-Newli2-EMU,Round,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1885,New Life No. 2
1887-Battle-EMU,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1887,The Battle Cry
1887-Dainty-EMU,Round,"Cincinnati, OH;New York, NY;Chicago, IL",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596,1887,Dainty Songs
1887-Gladev-EMU,Seven-shape Aikin,"Dalton, GA",http://vocab.getty.edu/page/tgn/2022620,1887,The Glad Evangel
1887-Glorya-EMU,Numeral staff,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1887,Glory and Praise
1887-Harves-EMU,Seven-shape Aikin,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1887,Harvest Bells No. 1
1887-Loving-EMU,Round,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1887,Loving Voices
192x-Worsh1-EMU,Round,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,188x?,Worship and Camp Songs
1890-Pearls-EMU,Seven-shape Aikin,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1890,Pearls of Truth
1890-Anthem-EMU,Round,"Dalton, GA",http://vocab.getty.edu/page/tgn/2022620,1890,The People's Anthems
1892-Gospel-EMU,Seven-shape Aikin,,,,
1892-Songla-EMU,Round,"Dallas, Texas",http://vocab.getty.edu/page/tgn/7013503,1892,Song-Land Messenger
1893-Hymnst-EMU,Nil,"Richmond, VA",http://vocab.getty.edu/page/tgn/7013964,1893,Hymns to the Holy Spirit
1894-Sunshi-EMU,Round,"Baltimore, MD",http://vocab.getty.edu/page/tgn/7013352,1894,Sunshine and Flowers
1895-Caroli-EMU,Round;Seven-shape Aikin,"Statesville, NC",http://vocab.getty.edu/page/tgn/2076772,1895,Carolina Harmony
1895-Celest-EMU,Round,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1895,"Celestial Showers, No. 1"
1896-Bellso-EMU,Seven-shape Aikin,"Waco, TX",http://vocab.getty.edu/page/tgn/7014575,1896,Bells of Heaven
1896-Bestst-EMU,Round,"Richmond, VA",http://vocab.getty.edu/page/tgn/7013964,1896,The Best Standard Songs
1896-Crowni-EMU,Round,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1896,"Crowning Day, No. 2"
1896-Fillmo-EMU,Round,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1896,Fillmore's Male Choir
1896-Sacred-EMU,Round,"Cincinnati, OH; New York, NY; Chicago, IL",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596,1896,Sacred Selections for Men's Voices
1896-Sunlig-EMU,Round;Seven-shape Aikin,"Dalton, GA; Dallas, TX",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503,1896,Sunlight Songs
1896-Uplift-EMU,Round,"Cincinnati, OH; New York, NY; Chicago, IL",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013596,1896,"Uplifting Songs, New and Old"
