ssdl:pid,ssdl:placeOfContributorAffiliation,ssdl:placeOfContributorAffiliationUri,ssdl:dateOfPublication,ssdl:shortTitle
1922-Victo1-EMU,,,1922,Victorious Praise
1923-Bright-EMU,"United States, Virginia, Rockingham, Dayton;United States, Georgia, Fulton, Atlanta",http://vocab.getty.edu/page/tgn/2111441;http://vocab.getty.edu/page/tgn/7013331,1923,Bright Gems
1923-Chapel-EMU,"United States, Kentucky, Scott, Georgetown",http://vocab.getty.edu/page/tgn/7014052,1923,The Chapel Book
1923-Choice-EMU,,,1923,Choice Gospel Hymns
1923-Crownb-EMU,,,1923,The Crown
1923-Evange-EMU,,,1923,Evangelistic Edition of Wonder Hymns of Faith
1923-Gospel-EMU,"United States, Tennessee, Hamilton, Chattanooga;United States, Alabama, Elmore, Seman;United States, West Virginia, Mercer;United States, Alabama, Cleburne, Lebanon;United States, Texas, Red River, Clarkesville;United States, Alabama, Coosa, Rockford;United States, Alabama, Calhoun, Wellington;United States, Alabama, Morgan, Eva;United States, Alabama, Dekalb, Fort Payne;United States, Alabama, Chilton, Verbena;United States, Alabama, Tuscaloosa, Tuscaloosa;United States, Georgia, Spalding, Griffin;United States, Alabama, Cullman, Walter;United States, Arkansas, Columbia, Lamartine;United States, Georgia, Carroll, Villa Rica;United States, Alabama, Pickens, Gordo;United States, Arkansas, Nevada, Emmet;United States, Arkansas, Cleveland, New Edinburg;United States, Alabama, Autauga, Bear Creek;United States, Alabama, Jackson, Section;United States, Alabama, Dekalb, Fyffe;United States, Arkansas, Columbia, Mount Vernon;United States, Alabama, Marshall Co;United States, Alabama, Geneva, Lowery;United States, Alabama, Bibb, Eoline;United States, Alabama, Elmore, Titus;United States, Arkansas, White, Rose Bud;United States, Arkansas, Conway, Springfield;United States, Arkansas, Lonoke, Butlerville;United States, Virginia, Bland, Bland;United States, Alabama, Jackson, Dutton;United States, Alabama, Dekalb, Portersville;United States, Alabama, Marion, Hackleburg;United States, Tennessee, Lincoln, Dellrose;United States, Oklahoma, Seminole, Sylvian;United States, Alabama, Marion, Whitehouse",http://vocab.getty.edu/page/tgn/7017496;http://vocab.getty.edu/page/tgn/2005256;http://vocab.getty.edu/page/tgn/2002278;http://vocab.getty.edu/page/tgn/2004185;http://vocab.getty.edu/page/tgn/2103302;http://vocab.getty.edu/page/tgn/2005120;http://vocab.getty.edu/page/tgn/2005724;http://vocab.getty.edu/page/tgn/2003435;http://vocab.getty.edu/page/tgn/2003564;http://vocab.getty.edu/page/tgn/2005639;http://vocab.getty.edu/page/tgn/2005546;http://vocab.getty.edu/page/tgn/2023068;http://vocab.getty.edu/page/tgn/2005694;http://vocab.getty.edu/page/tgn/2008685;http://vocab.getty.edu/page/tgn/2024623;http://vocab.getty.edu/page/tgn/2003692;http://vocab.getty.edu/page/tgn/2008187;http://vocab.getty.edu/page/tgn/2009039;http://vocab.getty.edu/page/tgn/7021150;http://vocab.getty.edu/page/tgn/2005242;http://vocab.getty.edu/page/tgn/2003606;http://vocab.getty.edu/page/tgn/2527513;http://vocab.getty.edu/page/tgn/2000047;http://vocab.getty.edu/page/tgn/2004290;http://vocab.getty.edu/page/tgn/2003416;http://vocab.getty.edu/page/tgn/2005515;http://vocab.getty.edu/page/tgn/2009401;http://vocab.getty.edu/page/tgn/2009551;http://vocab.getty.edu/page/tgn/2110699;http://vocab.getty.edu/page/tgn/2003361;http://vocab.getty.edu/page/tgn/2004981;http://vocab.getty.edu/page/tgn/2003759;http://vocab.getty.edu/page/tgn/2098802;http://vocab.getty.edu/page/tgn/2708837;http://vocab.getty.edu/page/tgn/2005760,1923,The Gospel Way
1923-Hosann-EMU,"United States, Texas, Dallas, Dallas;United States, Georgia, Fulton, Atlanta;United States, Tennessee, Hamilton, Chattanooga",http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7017496,1923,Hosannas
1923-Method-EMU,"United States, Tennessee, Davidson, Nashville;United States, Pennsylvania, Lycoming, Williamsport;United States, Virginia, Lynchburg, Lynchburg;United States, North Carolina, Durham, Durham;United States, South Carolina, Spartanburg, Spartanburg;United States, California, Napa, Napa;United States, Virginia, Prince Edward, Farmville;United States, New Jersey, Morris, Madison;United States, New York, New York;United States, Pennsylvania, Crawford, Meadville;United States, Tennessee, McMinn, Athens;United States, Vermont, Franklin, St Albans;United States, Illinois, Cook, Chicago;United States, Indiana, Delaware, Selma;United States, Connecticut, Middlesex, Middletown",http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/2094606;http://vocab.getty.edu/page/tgn/7013981;http://vocab.getty.edu/page/tgn/7014524;http://vocab.getty.edu/page/tgn/7014180;http://vocab.getty.edu/page/tgn/7014170;http://vocab.getty.edu/page/tgn/7013984;http://vocab.getty.edu/page/tgn/2090646;http://vocab.getty.edu/page/tgn/2097784;http://vocab.getty.edu/page/tgn/2109978;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/2033625;http://vocab.getty.edu/page/tgn/7014047,1923,The Methodist Hymnal
1923-Praise-EMU,,,1923?,Praises in Song
1923-Rodehe-EMU,,,1923,Rodeheaver's Negro Spirituals
1923-Search-EMU,"United States, Texas, Tarrant, Fort Worth;United States, Alabama, Chilton, Thorsby;United States, Oklahoma, Oklahoma, Oklahoma City;United States, Texas, Hopkins, Sulphur Springs;United States, Texas, Eastland, Carbon;United States, Texas, Briscoe, Whitney",http://vocab.getty.edu/page/tgn/7013934;http://vocab.getty.edu/page/tgn/2005503;http://vocab.getty.edu/page/tgn/7013953;http://vocab.getty.edu/page/tgn/2107886;http://vocab.getty.edu/page/tgn/2103116;http://vocab.getty.edu/page/tgn/2768828,1923,Searchlight Songs No. 2
1923-Servic-EMU,,,1923,Service in Song
1923-Songso-EMU,,,1923,Songs of the Reapers No. 2
1924-Baptis-EMU,"United States, Tennessee, Shelby, Memphis;United States, New York New York;United States, Oklahoma, Oklahoma, Tulsa;United States, Ohio, Cuyahoga, Cleveland;United States, Missouri, St Louis City, St Louis;United States, Kentucky, Jefferson, Louisville;United States, Texas, Travis, Austin;United States, Louisiana, Orleans, New Orleans;United States, Maryland, Baltimore Independent City, Baltimore;United States, District of Columbia, Washington;United States, Tennessee, Davidson, Nashville;United States, Illinois, Warren, Monmouth;United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/7017750;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7014663;http://vocab.getty.edu/page/tgn/7013608;http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7013915;http://vocab.getty.edu/page/tgn/7013346;http://vocab.getty.edu/page/tgn/7014214;http://vocab.getty.edu/page/tgn/7013352;http://vocab.getty.edu/page/tgn/7013962;http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/2029131;http://vocab.getty.edu/page/tgn/7013596,1924,The Baptist Standard Hymnal
1924-Bestre-EMU,"United States, Texas, Tarrant, Fort Worth",http://vocab.getty.edu/page/tgn/7013934,1924,Best Revival Songs
1924-Christ-EMU,"United States, Indiana, Dearborn, Wilmington;United States, Georgia, Fulton, Atlanta;United States, Alabama, Marshall, Albertville",http://vocab.getty.edu/page/tgn/2034158;http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/2002425,1924,Christian Hymnal
1924-Harves-EMU,,,1924,Harvest Hymns
1924-Praise-EMU,"United States, North Carolina, Buncombe, Asheville;United States, Texas, Hopkins, Sulphur Springs;United States, Kentucky, Campbell, Fort Thomas;United States, Texas, Hopkins, Cumby;United States, Texas, Denton, Pilot Point;United States, Texas, Rains;United States, Texas, Smith, Mount Sylvan;United States, Alabama, Chilton, Thorsby;United States, Tennessee, Shelby, Memphis;United States, Texas, Rains, Point;United States, North Carolina, Cherokee, Hothouse;United States, South Carolina, Colleton, Jonesville;United States, South Carolina, Edgefield, Limestone;United States, Indiana, Bartholomew, Columbus;United States, Texas, Wood, Quitman",http://vocab.getty.edu/page/tgn/7013325;http://vocab.getty.edu/page/tgn/7006659;http://vocab.getty.edu/page/tgn/2006801;http://vocab.getty.edu/page/tgn/2103563;http://vocab.getty.edu/page/tgn/2106740;http://vocab.getty.edu/page/tgn/1002816;http://vocab.getty.edu/page/tgn/2106176;http://vocab.getty.edu/page/tgn/2005503;http://vocab.getty.edu/page/tgn/7017750;http://vocab.getty.edu/page/tgn/2106845;http://vocab.getty.edu/page/tgn/7007709;http://vocab.getty.edu/page/tgn/2427089;http://vocab.getty.edu/page/tgn/2449190;http://vocab.getty.edu/page/tgn/7013644;http://vocab.getty.edu/page/tgn/7006659,1924?,Praise Melodies
1925-Colema-EMU,,,1925,Coleman's New Quartet Book
1925-Faithi-EMU,,,1925,Faith Inspiring Songs
1925-Gloryc-EMU,,,1925,Glory Camp Special
1925-Homego-EMU,,,1925,Home Gospel Songs
1925-Little-EMU,"United States, Texas, Dallas, Dallas",http://vocab.getty.edu/page/tgn/7013503,1925,The Little Evangel
1925-Sacred-EMU,"United States, Ohio, Hamilton, Cincinnati",http://vocab.getty.edu/page/tgn/7013604,1925,Sacred Solos and Duets
1925-Songs1-EMU,"United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/7013596,1925?,Songs of Praise
1868-Silver-UKY,,,1868,The Silver Spray
1876-NewHar-UKY,"United States, Virginia, Harrisonburg, Harrisonburg;United States, Missouri, Cass, Pleasant Hill;United States, Tennessee, Lincoln, Blanche;United States, Virginia, Rockingham, Singers Glen",http://vocab.getty.edu/page/tgn/2112170;http://vocab.getty.edu/page/tgn/2060118;http://vocab.getty.edu/page/tgn/2098002;http://vocab.getty.edu/page/tgn/2114254,1876,The New Harmonia Sacra
1879-Shinin-UKY,"United States, Virginia, Rockingham, Dayton;United States, Massachusetts, Essex, Rowley",http://vocab.getty.edu/page/tgn/2111441;http://vocab.getty.edu/page/tgn/2050508,1879,The Shining Light
1886-Royalp-UKY,,,,
1895-Salvat-UKY,"United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/7013596,1895,Salvation Songs
1896-Praise-UKY,"United States, Ohio, Hamilton, Cincinnati;United States, Iowa, Dallas, Adel",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/2034240,1896,The Praise Hymnal
1896-Reviva-UKY,"United States, Georgia, Fulton, Hapeville",http://vocab.getty.edu/page/tgn/2023103,1896,The Revival No. 2
1899-Sacred-UKY,"United States, Virginia, Rockingham, Dayton",http://vocab.getty.edu/page/tgn/2111441,1899,The Sacred Hymnal
1911-Redemp-UKY,,,1911,Redemption's Way in Song
1919-Praise-UKY,,,1919,Praise Evangel
1873-Sunshi-UKY,"United States, Illinois, Cook, Chicago",http://vocab.getty.edu/page/tgn/7013596,1873,Sunshine for Sunday-Schools
1875-Starry-UKY,"United States, Virginia, Rockingham, Dayton",http://vocab.getty.edu/page/tgn/2111441,1875,The Starry Crown
1883-Spirit-UKY,,,1883,Spiritual Songs No. 2
1885-Zionso-UKY,"United States, Virginia, Rockingham, Dayton",http://vocab.getty.edu/page/tgn/2111441,1885,The Zion Songster No. 1
1896-Soulwi-UKY,"United States, Ohio, Montgomery, Dayton",http://vocab.getty.edu/page/tgn/7013511,1896,The Soul Winner
1903-Standa-UKY,"United States, Kentucky, Jefferson, Louisville",http://vocab.getty.edu/page/tgn/7013915,1903,Standard Revival Songs and Bible Readings
1910-Zionme-UKY,"United States, Texas, Parker, Weatherford;United States, Texas, Grayson, Sherman;United States, Texas, Travis, Austin;United States, Texas, Grayson, Collinsville",http://vocab.getty.edu/page/tgn/2108381;http://vocab.getty.edu/page/tgn/2107636;http://vocab.getty.edu/page/tgn/7013346;http://vocab.getty.edu/page/tgn/2103380,1910,Zion Melodies
1911-Spirit-UKY,,,1911,Spiritualist Hymnal
1912-Songcr-UKY,"United States, Texas, Uvalde, Uvalde;United States, Texas, Travis, Austin;United States, Oklahoma, Muskogee, Council Hill;United States, Texas, Cass, Atlanta;United States, Texas, Haskell, Haskell;Fawn OK,;United States, Arkansas, Clark, Amity;United States, Alabama, Randolph, Rock Mills;United States, Oklahoma, Muskogee, Wainwright",http://vocab.getty.edu/page/tgn/2108190;http://vocab.getty.edu/page/tgn/7013346;http://vocab.getty.edu/page/tgn/2083067;http://vocab.getty.edu/page/tgn/2102471;http://vocab.getty.edu/page/tgn/2104725;http://vocab.getty.edu/page/tgn/2007607;http://vocab.getty.edu/page/tgn/2005124;http://vocab.getty.edu/page/tgn/2084209,1912,Song Crown
1918-Victor-UKY,"United States, Alabama, Winston, Haleyville;United States, Texas, Lubbock;United States, Texas, Tarrant, Fort Worth;United States, Texas, McLennan, Waco;United States, North Carolina, Buncombe, Asheville;United States, Tennessee, Knox, Knoxville;United States, Texas, Clay, Petrolia;United States, Texas, Wilson;United States, Texas, Upshur;United States, Texas, Garza;United States, Texas, Comanche, Comanche;United States, Arkansas, Pulaski, North Little Rock;United States, Tennessee, Shelby, Memphis;United States, Tennessee, Carroll;United States, Texas, Madison;United States, Texas, Nueces, Corpus Christi;United States, New Mexico, Hidalgo, Steins;United States, Texas, Stephens;United States, Texas, Hopkins;Gibson Co TX,;United States, Kentucky, Henry, Sulphur",http://vocab.getty.edu/page/tgn/2003764;http://vocab.getty.edu/page/tgn/2002032;http://vocab.getty.edu/page/tgn/7013934;http://vocab.getty.edu/page/tgn/7014575;http://vocab.getty.edu/page/tgn/7013325;http://vocab.getty.edu/page/tgn/7013841;http://vocab.getty.edu/page/tgn/2106706;http://vocab.getty.edu/page/tgn/2002095;http://vocab.getty.edu/page/tgn/1002966;http://vocab.getty.edu/page/tgn/2001989;http://vocab.getty.edu/page/tgn/2103388;http://vocab.getty.edu/page/tgn/2009067;http://vocab.getty.edu/page/tgn/7017750;http://vocab.getty.edu/page/tgn/2001845;http://vocab.getty.edu/page/tgn/1002626;http://vocab.getty.edu/page/tgn/7013655;http://vocab.getty.edu/page/tgn/2067578;http://vocab.getty.edu/page/tgn/2002076;http://vocab.getty.edu/page/tgn/1002485;http://vocab.getty.edu/page/tgn/2041516,1918,Victory
1923-Songso-UKY,,,1923?,Songs of the Reapers
1895-Voice1-UKY,"United States, Kentucky, Hardin, Elizabethtown",http://vocab.getty.edu/page/tgn/2038674,1895,Voice of Praise
1897-Songsf-UKY,,,1897,Songs for Young People
1897-Unionh-UKY,,,1897,Union Hymnal
1901-Youngp-UKY,,,1901,The Young People's Hymnal No. 2
1921-Worldw-UKY,,,,World Wide Revival Songs Number Two
1923-Cokesb-UKY,,,1923,The Cokesbury Hymnal
1891-Christ-UKY,,,1891,The Christian Hymnary
1916-Lyricd-EMU,,,1916,"John P. Williams' Lyric, Domestic and Sacred Poems"
1903-Musica-EMU,,,1903,Music
1851-Chahta-EMU,,,1851,"Chahta Uba Isht Taloa Holisso, or Choctaw Hymn Book"
1858-Sunday-EMU,,,1858,The Sunday School Songster
1862-Soldie-EMU,,,1862,The Soldier's Hymn-Book
1863-Soldie-EMU,,,1863,The Soldier's Hymn Book
1864-Sabbat-EMU,,,1864,The Sabbath School Wreath
1864-Armyhy-EMU,,,1864,The Army Hymn-Book
1878-Nation-EMU,,,1878,National School Singer
1877-Geschi-EMU,,,1877,De Geschiedenis van de Jubilee-Zangers Met Hynne Liederen
1882-Collec-EMU,,,1882,A Collection of Revival Hymns and Plantation Melodies
1887-Nation-EMU,,,1887,The Natinoal Singer
1892-Hampto-EMU,,,1892,Hampton Hymnal and School Service
1895-Poems-EMU,"United States, Tennessee, Davidson, Nashville;United States, Connecticut, Hartford, Hartford;United States, Massachusetts, Hampden, Longmeadow;United States, Mississippi, Sharkey, Anguilla;United States, Mississippi, Lowndes, Columbus;United States, Mississippi, Nitta Yuma",http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7013695;http://vocab.getty.edu/page/tgn/2050026;http://vocab.getty.edu/page/tgn/2055851;http://vocab.getty.edu/page/tgn/2056204;http://vocab.getty.edu/page/tgn/2057089,1895,Poems
1898-Africa-EMU,,,1898,The  African Methodist Episcopal Hymn and Tune Book
1899-Hymnbo-EMU,,,1899,Hymn Book
188x-Songse-EMU,,,188?,Song Sermons
18xx-Jubile-EMU,,,,Slayton's Jubilee Singers
1900-Songso-EMU,,,1900,Songs of the Old South
1901-Pearls-EMU,,,1901,Pearls of Paradise
1905-Negroe-EMU,"United States, Tennessee, Davidson, Nashville",http://vocab.getty.edu/page/tgn/7013959,1905,Negroes Looking Up!
1907-Calhou-EMU,,,1907,Calhoun Plantation Songs
1909-Calhou-EMU,,,1909,Calhoun by Picture and Song
1909-Religi-EMU,,,1909,Religious Folk Songs of the Negro
1910-Burnin-EMU,,,1910?,A Burning in My Soul
1913-Hymnal-EMU,,,1913,Hymnal Adapted to the Doctrines and Usages of the African Methodist Episcopal Church
1914-AfroAm-EMU,,,1914,Afro-American Folksongs
1915-Songso-EMU,"United States, Pennsylvania, Philadelphia, Philadelphia",http://vocab.getty.edu/page/tgn/7014406,1915,Songs of the Pilgrim Way
1916-Afterf-EMU,"United States, Pennsylvania, Philadelphia, Philadelphia;United States, New York, New York",http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/1002715,1916?,After Fifty Years
191x-Praise-EMU,,,191x?,Praise God I am Satisfied
1921-Univer-EMU,"United States, New York, New York",http://vocab.getty.edu/page/tgn/1002715,1921?,The Universal Negro Ritual
1923-Nation-EMU,"United States, Tennessee, Davidson, Nashville;United States, Georgia, Sumter, Americus",http://vocab.getty.edu/page/tgn/7013959;http://vocab.getty.edu/page/tgn/7013294,1923?,National Jubilee Melody Song Book
192x-JRosam-EMU,,,192x?,J. Rosamond Johnson and Taylor Gordon in a Program of Negro Spirituals
1928-Americ-EMU,"United States, North Carolina, Caldwell, Patterson",http://vocab.getty.edu/page/tgn/2076044,1928,American Negro Folk-Songs
19xx-Americ-EMU,,,19xx?,American Folk Songs as Sung by the Carter's Carolinian Jubilee Singers
19xx-Himnos-EMU,,,19xx?,Himnos y Juegos Selectos para la Juventud
xxxx-Keepmy-EMU,,,,Keep My Commandments and Live
xxxx-Select-EMU,,,,Selected Songs
189X-Songss-EMU,,,189x?,"Songs Sung by the Canadian Colored Concert Co., the Royal Paragon Male Quartette and Imperial Orchestra"
19xx-Thisbo-EMU,,,19xx?,"This Book Dedicated to the Memory of the Late Rev. E. W. D. Isaac, Sr., D.D."
1906-Newpra-MTS,,,1906,The New Praise Hymnal
1921-Salvat-MTS,"United States, Virginia, Rockingham, Linville;United States, Arkansas, Hempstead, Fulton;United States, North Carolina, Gaston, High Shoals;United States, Tennessee, Campbell;United States, Missouri, Jackson, Kansas City;United States, Georgia, Putnam, Jefferson",http://vocab.getty.edu/page/tgn/2075473;http://vocab.getty.edu/page/tgn/2051986;http://vocab.getty.edu/page/tgn/7007709;http://vocab.getty.edu/page/tgn/2001843;http://vocab.getty.edu/page/tgn/2084952;http://vocab.getty.edu/page/tgn/8890505,1921?,Salvation Songs
1893-Spirit-MTS,,,1893,Spirit and Life
1897-Riches-MTS,,,1893,Riches of Grace
1910-Tearsa-MTS,"United States, New York, New York;United States, Delaware, New Castle, Wilmington;United States, Kentucky, Jessamine, Wilmore",http://vocab.getty.edu/page/tgn/1002715;http://vocab.getty.edu/page/tgn/7014632;http://vocab.getty.edu/page/tgn/2041979,1910,Tears and Triumphs
1900-Gemsxx-MTS,,,1901?,Gems
1905-Gleani-MTS,,,1905,Gleanings of Praise
1923-Cheerf-MTS,"United States, North Carolina, Buncombe, Asheville;United States, Texas, Hopkins, Sulphur Springs;United States, Texas, Madison Co;United States, South Carolina, Edgefield, Limestone;United States, Louisiana, Caddo, Shreveport;United States, North Carolina, Cherokee, Hothouse;United States, Georgia, Grady, Cairo;United States, Texas, Smith, Mount Sylvan;United States, Virginia, Tazewell, Burkes Garden;United States, Texas, Hopkins, Cumby;United States, Virginia, Harrisonburg, Harrisonburg;United States, Illinois, Cook, Chicago;United States, Texas, Tarrant, Fort Worth;United States, Georgia, Sumter, Americus;United States, Texas, Shelby, Timpson;United States, Texas, Hopkins Co;United States, North Carolina, Buncombe, Weaverville",http://vocab.getty.edu/page/tgn/7013325;http://vocab.getty.edu/page/tgn/2107886;http://vocab.getty.edu/page/tgn/1002626;http://vocab.getty.edu/page/tgn/2449190;http://vocab.getty.edu/page/tgn/7014504;http://vocab.getty.edu/page/tgn/2075171;http://vocab.getty.edu/page/tgn/2022319;http://vocab.getty.edu/page/tgn/2106176;http://vocab.getty.edu/page/tgn/2110882;http://vocab.getty.edu/page/tgn/2103563;http://vocab.getty.edu/page/tgn/2112170;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013934;http://vocab.getty.edu/page/tgn/7013294;http://vocab.getty.edu/page/tgn/2108056;http://vocab.getty.edu/page/tgn/1002485;http://vocab.getty.edu/page/tgn/2077116,1923,Cheerful Message
1921-Gospe2-MTS,"United States, Arkansas, Benton, Springtown;United States, Texas, Tarrant, Fort Worth;United States, Texas, Somervell, Glen Rose;United States, West Virginia, Monongalia, Morgantown",http://vocab.getty.edu/page/tgn/2009555;http://vocab.getty.edu/page/tgn/7013934;http://vocab.getty.edu/page/tgn/2104481;http://vocab.getty.edu/page/tgn/2119272,1921,Gospel Light
1899-Reviva-MTS,"United States, Georgia, Fulton, Hapeville",http://vocab.getty.edu/page/tgn/2023103,1899,The Revival No. 3
1904-Resurr-MTS,"United States, Georgia, Elbert, Elberton",http://vocab.getty.edu/page/tgn/2022800,1904,Resurrected Songs
1881-Gospel-MTS,"United States, Illinois, Cook, Chicago;United States, Ohio, Ashtabula, Wayne",http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/2082457,1881,Gospel Hymns No. 4.
1907-Reviva-MTS,,,1907,Revival Praises
1900-Fillmo-MTS,,,1900,Fillmores' Sunday-School Songs No. 2
1902-Songsf-MTS,,,1902,Songs for the Soul Winner
1897-Psalms-MTS,"United States, Alabama, DeKalb, Loveless",http://vocab.getty.edu/page/tgn/2004286,1897,"Psalms, Hymns and Spiritual Songs No. 3"
1899-Gladti-MTS,,,1899,Glad Tidings
1900-Bright-MTS,,,1900?,Bright Beautiful Bells
1895-Showal-MTS,"United States, Georgia, Whitfield, Dalton;United States, Alabama, Franklin, Frankfort;United States, Alabama, Jefferson, Bessemer;United States, Georgia, Cobb, Acworth;United States, Kentucky, Hopkins, Hanson",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/2003580;http://vocab.getty.edu/page/tgn/2002637;http://vocab.getty.edu/page/tgn/2021870;http://vocab.getty.edu/page/tgn/2039237,1895?,Showalter's Men's Quartet and Chorus Book
1922-Echoes-MTS,"United States, Georgia, Colquitt, Moultrie",http://vocab.getty.edu/page/tgn/7014110,1922,Echoes of Glory
1925-Comple-MTS,,,1925,The Complete Church Hymnal
1906-Vaugha-MTS,,,1906?,Vaughan's Songs of Praise
1909-Gospel-MTS,,,1909?,Gospel Tidings
xxxx-Worldf-MTS,,,,The World Famous Williams' Jubilee Singers
1912-Joyful-MTS,"United States, Virginia, Rockingham;United States, Texas, Wood;United States, Texas, Delta;United States, North Carolina, Iredell, Statesville;United States, Oklahoma, Blaine;United States, Missouri, Barry;United States, Kansas, Reno, Hutchinson;United States, Indiana, Spencer",http://vocab.getty.edu/page/tgn/2002187;http://vocab.getty.edu/page/tgn/1003034;http://vocab.getty.edu/page/tgn/2001973;http://vocab.getty.edu/page/tgn/2076772;http://vocab.getty.edu/page/tgn/2001628;http://vocab.getty.edu/page/tgn/2001170;http://vocab.getty.edu/page/tgn/2036538;http://vocab.getty.edu/page/tgn/2000555,1912?,Joyful Praises
1919-Tiding-MTS,"United States, Virginia, Augusta, Basic City;United States, Massachusetts, Hampden, Springfield;United States, Massachusetts, Hampden, Springfield;United States, Tennessee, Campbell;United States, Ohio, Hamilton, Cincinnati;United States, Illinois, Warren, Monmouth;United States, Georgia, Fulton, Atlanta;United States, Pennsylvania, Philadelphia, Philadelphia;United States, Illinois, Cook, River Forest;United States, Pennsylvania, Philadelphia, Philadelphia, Germantown;United States, Ohio, Franklin, Columbus;United States, Texas, Dallas, Dallas;United States, Arkansas, Hempstead, Fulton;United States, California, Los Angeles;United States, Tennessee, Lawrence, Lawrenceburg;United States, Pennsylvania, Bedford, Saint Clairsville;United States, Pennsylvania, Berks, Reading;United States, Indiana, Clinton, Jefferson;United States, Missouri, Greene, Springfield;United States, North Carolina, Gaston, High Shoals;United States, Illinois, Cook, Chicago;United States, North Carolina, Buncombe, Asheville;United States, Texas, Madison;United States, Tennessee, Gibson",http://vocab.getty.edu/page/tgn/9226807;http://vocab.getty.edu/page/tgn/7014531;http://vocab.getty.edu/page/tgn/2112698;http://vocab.getty.edu/page/tgn/2001843;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/2029131;http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7014340;http://vocab.getty.edu/page/tgn/7014057;http://vocab.getty.edu/page/tgn/7013645;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/2008301;http://vocab.getty.edu/page/tgn/1002608;http://vocab.getty.edu/page/tgn/2100022;http://vocab.getty.edu/page/tgn/2092734;http://vocab.getty.edu/page/tgn/7014314;http://vocab.getty.edu/page/tgn/2032392;http://vocab.getty.edu/page/tgn/7014532;http://vocab.getty.edu/page/tgn/2075107;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7013325;http://vocab.getty.edu/page/tgn/1002626;http://vocab.getty.edu/page/tgn/2001863,1919,Tidings of Peace
1922-Bethle-MTS,"United States, Arkansas, Pulaski, Little Rock;United States, Oklahoma, Atoka, Stringtown;United States, Arkansas, White, Pengburn;United States, Louisiana, Bossier, Plain Dealing;United States, Arkansas, Benton, Larue;United States, Arkansas, Columbia, Jefferson;United States, Georgia, Fulton, Atlanta;United States, Oklahoma, Muskogee, Muskogee;United States, Arkansas, Searcy, Leslie;United States, Oklahoma, Muskogee, Muskogee;United States, Arkansas, Van Buren;United States, Arkansas, Randolph, Manson;United States, Mississippi, Itawamba, Mantachie;United States, Oklahoma, Delaware, Copeland;United States, Oklahoma, Johnston, Ravia;United States, Arkansas, Sebastian, Fort Smith",http://vocab.getty.edu/page/tgn/7013897;http://vocab.getty.edu/page/tgn/2084058;http://vocab.getty.edu/page/tgn/2009163;http://vocab.getty.edu/page/tgn/2043752;http://vocab.getty.edu/page/tgn/2420141;http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/2083646;http://vocab.getty.edu/page/tgn/2008714;http://vocab.getty.edu/page/tgn/2083646;http://vocab.getty.edu/page/tgn/2000175;http://vocab.getty.edu/page/tgn/2490923;ttp://vocab.getty.edu/page/tgn/2056920;http://vocab.getty.edu/page/tgn/2255506;http://vocab.getty.edu/page/tgn/2083897;http://vocab.getty.edu/page/tgn/7013924,1922,Bethlehem's Star
